,label,cluster,id,c0.4,c0.3,c0.25,c0.1,c0.05,cluster.ordered,count,pgkb,drugbank,drug,gene
177,"(arsenite,cgl-2)",16,1129,23,65,100,310,507,25,6,0,0,arsenite,cgl-2
1189,"(estradiol,kallikrein)",1,1130,1,1,1,71,85,13,14,0,0,estradiol,kallikrein
3341,"(trabectedin,p-gp)",7,1131,27,36,44,86,670,3,9,0,0,trabectedin,p-gp
462,"(ceftriaxone,glt-1)",16,1132,18,24,29,127,671,25,33,0,0,ceftriaxone,glt-1
2804,"(quinidine,cyp2d6)",4,1133,6,6,6,15,672,8,103,1,0,quinidine,cyp2d6
2791,"(pyridoxal,gad65)",8,1134,9,9,19,28,32,17,6,0,0,pyridoxal,gad65
1430,"(fulvestrant,egfr)",13,1135,14,14,14,20,24,11,8,0,0,fulvestrant,egfr
3115,"(sorafenib,flt3)",13,1136,14,14,14,20,227,11,18,1,1,sorafenib,flt3
3506,"(ziprasidone,bdnf)",9,1137,10,23,28,222,326,6,5,0,0,ziprasidone,bdnf
3119,"(sorafenib,p-gp)",15,1138,16,27,33,379,673,10,6,0,0,sorafenib,p-gp
1175,"(estradiol,ghrh)",11,1139,17,17,112,380,674,18,14,0,0,estradiol,ghrh
2201,"(methylphenidate,darpp-32)",8,1140,9,9,9,80,98,17,5,0,0,methylphenidate,darpp-32
165,"(ara-c,ifn-alpha)",9,1141,10,23,28,42,493,6,36,0,0,ara-c,ifn-alpha
3250,"(taurine,lox-1)",16,1142,18,24,43,162,675,25,6,0,0,taurine,lox-1
837,"(daunorubicin,p-gp)",12,1143,22,28,34,154,211,1,56,1,0,daunorubicin,p-gp
1280,"(fenofibrate,ppar)",5,1144,21,33,39,68,96,14,40,1,1,fenofibrate,ppar
2553,"(permethrin,nets)",10,1145,11,11,11,130,172,24,59,0,0,permethrin,nets
2015,"(lapatinib,cyp3a4)",13,1146,14,14,14,145,676,11,5,0,0,lapatinib,cyp3a4
415,"(captopril,mmp-9)",22,1147,45,81,99,381,677,22,12,0,0,captopril,mmp-9
933,"(dexamethasone,myostatin)",5,1148,5,48,56,119,678,14,11,0,0,dexamethasone,myostatin
3436,"(vasopressin,hsp27)",5,1149,5,48,56,119,678,14,16,0,0,vasopressin,hsp27
414,"(captopril,mmp-2)",18,1150,34,58,66,192,679,21,10,0,1,captopril,mmp-2
992,"(dhea,sulfotransferase)",22,1151,31,66,77,382,680,22,57,0,0,dhea,sulfotransferase
378,"(calcitriol,il-10)",12,1152,22,45,53,110,681,1,10,0,0,calcitriol,il-10
126,"(amitriptyline,eaat3)",16,1153,18,21,83,383,682,25,7,0,0,amitriptyline,eaat3
3146,"(staurosporine,pkc-zeta)",12,1154,22,28,34,83,102,1,6,0,0,staurosporine,pkc-zeta
2674,"(piperazine,5-ht1a)",5,1155,21,33,39,68,96,14,52,0,0,piperazine,5-ht1a
2675,"(piperazine,5-ht1b)",5,1156,21,26,31,63,75,14,24,0,0,piperazine,5-ht1b
3090,"(simvastatin,niddm)",10,1157,11,11,11,81,286,24,9,0,0,simvastatin,niddm
1324,"(fk506,hsp56)",12,1158,22,28,101,336,683,1,16,0,0,fk506,hsp56
2839,"(rapamycin,foxp3)",12,1159,22,28,34,83,684,1,41,0,0,rapamycin,foxp3
2117,"(melatonin,cyp1a2)",7,1160,19,20,23,282,685,3,12,0,0,melatonin,cyp1a2
1288,"(fentanyl,cyp3a4)",18,1161,30,39,113,384,686,21,14,1,0,fentanyl,cyp3a4
3493,"(warfarin,vkor)",4,1162,6,6,6,357,614,8,32,0,1,warfarin,vkor
2396,"(norepinephrine,inositol)",8,1163,9,9,9,43,49,17,142,0,0,norepinephrine,inositol
500,"(chloramphenicol,beta-actin)",8,1164,9,9,19,28,687,17,5,0,0,chloramphenicol,beta-actin
1617,"(gm-csf,mcp-1)",16,1165,18,24,43,162,688,25,29,0,0,gm-csf,mcp-1
3108,"(sn-38,beta-glucuronidase)",8,1166,9,9,19,28,32,17,14,0,0,sn-38,beta-glucuronidase
452,"(carvedilol,cx43)",11,1167,17,17,18,33,38,18,5,0,1,carvedilol,cx43
1263,"(fasudil,enos)",5,1168,5,25,40,70,573,14,7,0,0,fasudil,enos
1478,"(gefitinib,pten)",4,1169,39,62,72,174,245,8,13,0,0,gefitinib,pten
604,"(citalopram,cyp2d6)",4,1170,6,6,6,139,689,8,12,1,0,citalopram,cyp2d6
1493,"(gemcitabine,hsp27)",12,1171,22,49,57,370,690,1,7,0,0,gemcitabine,hsp27
2219,"(mexiletine,lqt3)",16,1172,23,65,100,385,691,25,8,1,1,mexiletine,lqt3
3458,"(verapamil,mrp1)",13,1173,14,14,14,20,24,11,17,0,0,verapamil,mrp1
1844,"(il-2,timp-1)",11,1174,12,71,84,243,368,18,8,0,0,il-2,timp-1
2334,"(ndga,indo)",8,1175,9,9,19,56,528,17,9,0,0,ndga,indo
3205,"(tacrolimus,cyp3a4)",7,1176,19,20,23,35,248,3,47,0,0,tacrolimus,cyp3a4
3206,"(tacrolimus,cyp3a5)",7,1177,19,20,23,35,248,3,160,0,0,tacrolimus,cyp3a5
2150,"(memantine,nachr)",4,1178,4,4,4,386,692,8,5,0,0,memantine,nachr
1112,"(eletriptan,5-ht1b)",5,1179,21,26,31,63,75,14,7,0,1,eletriptan,5-ht1b
2403,"(norepinephrine,rbp4)",16,1180,18,24,29,58,68,25,7,0,0,norepinephrine,rbp4
2860,"(rapamycin,pai-1)",16,1181,18,24,29,227,336,25,8,0,0,rapamycin,pai-1
2862,"(rapamycin,pdk1)",20,1182,26,35,42,387,693,9,7,0,0,rapamycin,pdk1
582,"(cisplatin,nat1)",8,1183,9,9,9,10,291,17,6,0,0,cisplatin,nat1
1268,"(fenfluramine,5-ht2c)",5,1184,21,26,31,63,75,14,6,0,1,fenfluramine,5-ht2c
3310,"(thyroxine,calcitonin)",5,1185,21,26,31,240,694,14,10,0,0,thyroxine,calcitonin
3219,"(tamoxifen,artn)",8,1186,9,9,9,18,21,17,6,0,0,tamoxifen,artn
494,"(cetuximab,kras)",10,1187,11,11,11,130,695,24,230,1,0,cetuximab,kras
2624,"(phencyclidine,nachr)",4,1188,39,62,72,388,696,8,6,0,0,phencyclidine,nachr
2752,"(propofol,p2x7)",21,1189,44,79,92,272,422,19,7,0,0,propofol,p2x7
3269,"(temsirolimus,vegf)",10,1190,11,11,11,13,267,24,5,0,0,temsirolimus,vegf
2382,"(noradrenaline,gnrh)",2,1191,2,32,38,64,697,7,17,0,0,noradrenaline,gnrh
3447,"(venlafaxine,bdnf)",16,1192,18,24,29,127,167,25,14,0,0,venlafaxine,bdnf
63,"(aldosterone,igf-i)",2,1193,2,32,38,120,158,7,10,0,0,aldosterone,igf-i
1081,"(doxorubicin,skp2)",16,1194,18,24,29,124,314,25,5,0,0,doxorubicin,skp2
673,"(corticosteroids,hips)",24,1195,36,52,60,389,698,4,12,0,0,corticosteroids,hips
1990,"(l-citrulline,ddah)",4,1196,6,6,6,246,377,8,13,0,1,l-citrulline,ddah
2680,"(pitavastatin,abca1)",5,1197,5,25,40,70,84,14,8,0,0,pitavastatin,abca1
1065,"(doxorubicin,cox-2)",8,1198,9,9,19,28,32,17,16,0,0,doxorubicin,cox-2
769,"(cyclophosphamide,cholinesterase)",13,1199,14,14,14,20,24,11,8,0,0,cyclophosphamide,cholinesterase
280,"(azithromycin,copd)",10,1200,11,11,11,81,286,24,15,0,0,azithromycin,copd
3287,"(theophylline,cyp1a2)",7,1201,8,8,8,54,114,3,54,1,0,theophylline,cyp1a2
53,"(aldosterone,cox-2)",5,1202,5,25,40,176,596,14,13,0,0,aldosterone,cox-2
2819,"(ramipril,aire)",8,1203,9,9,19,28,32,17,14,0,0,ramipril,aire
757,"(curcumin,ppar-gamma)",2,1204,2,32,38,245,373,7,21,0,0,curcumin,ppar-gamma
80,"(aldosterone,romk)",8,1205,9,9,19,28,32,17,14,0,0,aldosterone,romk
3214,"(tadalafil,pde5)",4,1206,6,6,6,15,215,8,84,0,1,tadalafil,pde5
1528,"(genistein,her2)",3,1207,3,46,54,359,628,20,8,0,0,genistein,her2
1503,"(gemfibrozil,pai-1)",16,1208,18,24,29,62,97,25,16,0,0,gemfibrozil,pai-1
1889,"(indomethacin,cgrp)",18,1209,24,87,114,390,699,21,15,0,0,indomethacin,cgrp
3074,"(simvastatin,cyp3a)",15,1210,16,27,33,51,130,10,7,1,0,simvastatin,cyp3a
1887,"(indomethacin,bfgf)",22,1211,31,40,48,391,700,22,20,0,0,indomethacin,bfgf
510,"(chloramphenicol,pomc)",8,1212,9,9,19,28,687,17,10,0,0,chloramphenicol,pomc
3389,"(troglitazone,ppar)",5,1213,21,33,39,68,96,14,62,0,0,troglitazone,ppar
2035,"(leuprolide,gnrh)",5,1214,21,33,39,156,214,14,165,0,0,leuprolide,gnrh
31,"(acetazolamide,copd)",10,1215,11,11,11,130,172,24,11,0,0,acetazolamide,copd
1701,"(hyaluronan,stabilin-2)",6,1216,7,7,7,8,416,12,5,0,0,hyaluronan,stabilin-2
861,"(dexamethasone,5-lipoxygenase)",11,1217,17,17,18,224,339,18,9,0,0,dexamethasone,5-lipoxygenase
2280,"(n-acetylcysteine,cox-2)",16,1218,18,24,29,227,488,25,8,0,0,n-acetylcysteine,cox-2
264,"(atra,pi3k)",12,1219,22,45,53,299,484,1,10,0,0,atra,pi3k
1355,"(fluorescein,srbc)",25,1220,47,88,115,392,701,5,6,0,0,fluorescein,srbc
1375,"(flutamide,aromatase)",13,1221,14,14,14,20,24,11,14,0,0,flutamide,aromatase
457,"(cci-779,mtor)",4,1222,6,6,6,15,17,8,51,0,1,cci-779,mtor
2821,"(ranibizumab,vegf)",22,1223,31,40,48,393,702,22,73,0,1,ranibizumab,vegf
1227,"(etodolac,cox-2)",4,1224,6,6,6,15,215,8,65,0,1,etodolac,cox-2
772,"(cyclophosphamide,etanercept)",9,1225,10,10,10,104,132,6,7,0,0,cyclophosphamide,etanercept
2454,"(ornithine,inos)",20,1226,37,56,64,394,703,9,11,0,0,ornithine,inos
300,"(beta-estradiol,gnrh)",8,1227,9,9,19,28,32,17,19,0,0,beta-estradiol,gnrh
1698,"(hyaluronan,mmp-13)",16,1228,18,19,21,321,533,25,6,0,0,hyaluronan,mmp-13
2477,"(oxytocin,ghrelin)",8,1229,9,9,19,28,32,17,9,0,0,oxytocin,ghrelin
255,"(atra,irf-1)",8,1230,9,9,9,80,499,17,20,0,0,atra,irf-1
1428,"(forskolin,vegf)",3,1231,3,3,3,4,382,20,19,0,0,forskolin,vegf
810,"(cyclosporine,rapa)",9,1232,10,10,10,12,101,6,23,0,0,cyclosporine,rapa
1248,"(etoposide,xiap)",12,1233,22,28,34,83,704,1,6,0,0,etoposide,xiap
2698,"(prasugrel,p2y12)",4,1234,4,4,4,294,472,8,35,0,1,prasugrel,p2y12
1260,"(ezetimibe,niemann-pick)",4,1235,6,6,6,14,181,8,30,0,0,ezetimibe,niemann-pick
1046,"(docetaxel,dlts)",8,1236,9,9,19,28,32,17,16,0,0,docetaxel,dlts
1405,"(forskolin,egr-1)",8,1237,9,9,19,28,32,17,12,0,0,forskolin,egr-1
281,"(bacitracin,lhrh)",13,1238,14,14,68,395,705,11,8,0,0,bacitracin,lhrh
2353,"(nicardipine,cyp3a)",7,1239,8,8,8,9,11,3,8,0,0,nicardipine,cyp3a
3210,"(tacrolimus,ifn-gamma)",8,1240,9,9,9,80,98,17,9,0,0,tacrolimus,ifn-gamma
3443,"(vasopressin,v1ar)",6,1241,7,7,22,92,113,12,68,0,1,vasopressin,v1ar
2661,"(pioglitazone,ctgf)",11,1242,12,12,12,221,543,18,6,0,0,pioglitazone,ctgf
2213,"(metyrapone,cort)",4,1243,4,4,4,219,321,8,13,0,0,metyrapone,cort
2400,"(norepinephrine,maoa)",7,1244,27,50,58,396,706,3,8,0,0,norepinephrine,maoa
239,"(atra,cyp26)",1,1245,1,1,1,397,707,13,22,0,0,atra,cyp26
1850,"(imatinib,bcrp)",7,1246,19,20,23,398,708,3,22,1,0,imatinib,bcrp
574,"(cisplatin,ikappabalpha)",9,1247,10,23,28,42,709,6,7,0,0,cisplatin,ikappabalpha
1579,"(glutaraldehyde,srbc)",10,1248,11,89,116,399,710,24,6,0,0,glutaraldehyde,srbc
245,"(atra,fr-beta)",16,1249,18,24,43,162,711,25,10,0,0,atra,fr-beta
581,"(cisplatin,napa)",12,1250,22,49,57,133,426,1,9,0,0,cisplatin,napa
1482,"(geldanamycin,grp94)",19,1251,25,34,41,73,89,15,7,0,0,geldanamycin,grp94
2273,"(moxifloxacin,herg)",12,1252,22,28,34,170,424,1,18,1,0,moxifloxacin,herg
2670,"(pioglitazone,ppargamma)",5,1253,21,33,39,68,461,14,167,0,1,pioglitazone,ppargamma
3054,"(sertindole,5-ht2c)",12,1254,22,28,101,316,712,1,12,0,1,sertindole,5-ht2c
2856,"(rapamycin,nf-kappab)",4,1255,6,6,6,7,713,8,14,0,0,rapamycin,nf-kappab
2745,"(propofol,cyp3a4)",4,1256,6,6,6,400,714,8,6,0,0,propofol,cyp3a4
485,"(cerivastatin,cyp2c8)",7,1257,8,8,8,89,110,3,16,0,0,cerivastatin,cyp2c8
2413,"(novobiocin,tfiiia)",4,1258,6,6,6,401,715,8,9,0,0,novobiocin,tfiiia
2285,"(n-hydroxyurea,5-lipoxygenase)",4,1259,6,6,6,402,716,8,7,0,0,n-hydroxyurea,5-lipoxygenase
1965,"(isoproterenol,reticulum)",16,1260,18,24,29,58,717,25,21,0,0,isoproterenol,reticulum
1719,"(hydrazide,cftr)",13,1261,14,14,14,20,227,11,11,0,0,hydrazide,cftr
1846,"(iloprost,ctgf)",11,1262,12,71,84,303,668,18,8,0,0,iloprost,ctgf
716,"(curcumin,beta-catenin)",12,1263,13,86,110,403,718,1,11,0,0,curcumin,beta-catenin
2664,"(pioglitazone,mitoneet)",20,1264,37,64,74,183,264,9,8,0,0,pioglitazone,mitoneet
2044,"(levonorgestrel,shbg)",14,1265,28,37,45,235,719,23,34,0,0,levonorgestrel,shbg
669,"(corticosteroids,cox-2)",11,1266,17,17,18,224,328,18,10,0,0,corticosteroids,cox-2
1187,"(estradiol,il-1)",8,1267,9,9,9,69,83,17,36,0,0,estradiol,il-1
2676,"(piperazine,5-ht2c)",5,1268,21,26,31,63,75,14,11,0,0,piperazine,5-ht2c
774,"(cyclophosphamide,g-csf)",2,1269,2,2,2,79,95,7,166,0,0,cyclophosphamide,g-csf
3095,"(simvastatin,rac1)",1,1270,1,1,1,1,107,13,12,0,0,simvastatin,rac1
971,"(dextran,icam-1)",1,1271,1,59,97,287,459,13,7,0,0,dextran,icam-1
1076,"(doxorubicin,p300)",12,1272,22,28,34,83,720,1,18,0,0,doxorubicin,p300
842,"(debrisoquine,cyp2d)",7,1273,27,50,58,131,341,3,14,0,0,debrisoquine,cyp2d
603,"(citalopram,bdnf)",1,1274,1,59,97,404,721,13,5,0,0,citalopram,bdnf
3059,"(sevoflurane,hsp70)",11,1275,17,17,18,137,180,18,6,0,0,sevoflurane,hsp70
2124,"(melatonin,inos)",16,1276,23,30,111,369,722,25,35,0,0,melatonin,inos
1423,"(forskolin,pomc)",11,1277,12,12,12,152,208,18,9,0,0,forskolin,pomc
1153,"(estradiol,caspase-3)",22,1278,31,43,80,405,723,22,11,0,0,estradiol,caspase-3
1854,"(imatinib,cox-2)",11,1279,12,71,84,303,668,18,8,0,0,imatinib,cox-2
2333,"(ndga,5-lo)",4,1280,6,6,6,14,724,8,14,0,1,ndga,5-lo
519,"(chlorzoxazone,cyp2e1)",7,1281,19,20,23,35,248,3,143,0,0,chlorzoxazone,cyp2e1
2394,"(norepinephrine,endothelin-1)",2,1282,2,2,2,2,3,7,64,0,0,norepinephrine,endothelin-1
2940,"(ridaforolimus,mtor)",4,1283,6,6,6,41,725,8,16,0,0,ridaforolimus,mtor
2371,"(nitroprusside,edrf)",9,1284,10,23,28,85,105,6,12,0,0,nitroprusside,edrf
888,"(dexamethasone,edn1)",8,1285,9,9,9,88,109,17,6,0,0,dexamethasone,edn1
2029,"(leflunomide,nf-kappab)",3,1286,3,46,54,359,726,20,9,0,0,leflunomide,nf-kappab
1938,"(irinotecan,vegf)",9,1287,10,23,28,222,326,6,13,1,0,irinotecan,vegf
3351,"(trastuzumab,erbb2)",4,1288,6,6,6,231,727,8,118,1,1,trastuzumab,erbb2
3216,"(tamoxifen,acat)",4,1289,6,6,6,41,275,8,6,0,0,tamoxifen,acat
1131,"(erythromycin,cyp3a)",15,1290,16,16,16,22,349,10,85,0,0,erythromycin,cyp3a
967,"(dexamethasone,ugt1a1)",11,1291,12,71,84,338,569,18,9,0,0,dexamethasone,ugt1a1
197,"(asparaginase,eif2)",1,1292,1,1,1,96,513,13,7,0,0,asparaginase,eif2
1935,"(irinotecan,dlts)",8,1293,9,9,19,28,32,17,10,0,0,irinotecan,dlts
2136,"(melatonin,pacap)",20,1294,37,56,64,406,728,9,18,0,0,melatonin,pacap
3453,"(verapamil,cyp3a)",4,1295,6,6,6,102,729,8,16,0,0,verapamil,cyp3a
1357,"(fluoxetine,5-htt)",4,1296,6,6,6,150,204,8,15,0,1,fluoxetine,5-htt
2434,"(olaparib,parp)",13,1297,14,14,14,20,227,11,17,0,0,olaparib,parp
1197,"(estradiol,p-gp)",7,1298,19,20,26,407,730,3,10,0,0,estradiol,p-gp
2596,"(pge2,mcp-1)",2,1299,2,2,2,3,69,7,13,0,0,pge2,mcp-1
3177,"(sulphasalazine,sasp)",9,1300,42,77,90,261,402,6,7,0,0,sulphasalazine,sasp
526,"(cilostazol,ampk)",11,1301,17,17,18,137,180,18,15,0,0,cilostazol,ampk
2528,"(pargyline,hnmt)",13,1302,14,14,14,20,24,11,5,0,0,pargyline,hnmt
3448,"(venlafaxine,cyp2d6)",7,1303,8,8,8,89,731,3,42,1,0,venlafaxine,cyp2d6
1879,"(indinavir,cyp3a)",4,1304,6,6,6,139,480,8,16,1,0,indinavir,cyp3a
1195,"(estradiol,nf-kappab)",4,1305,6,6,6,14,389,8,19,0,0,estradiol,nf-kappab
3302,"(thiotepa,cyp2b6)",4,1306,6,6,6,41,71,8,15,1,0,thiotepa,cyp2b6
369,"(calcitriol,calcitonin)",2,1307,2,2,2,202,732,7,22,0,0,calcitriol,calcitonin
274,"(auranofin,tlr4)",18,1308,24,31,71,408,733,21,8,0,0,auranofin,tlr4
629,"(clopidogrel,cyp3a4)",7,1309,19,20,25,158,734,3,48,0,0,clopidogrel,cyp3a4
212,"(atorvastatin,e-selectin)",8,1310,9,9,9,80,735,17,12,0,0,atorvastatin,e-selectin
896,"(dexamethasone,ghrh)",5,1311,5,25,40,107,135,14,22,0,0,dexamethasone,ghrh
2360,"(nifedipine,nadph)",12,1312,22,45,53,110,345,1,6,0,0,nifedipine,nadph
2557,"(pertuzumab,her2)",4,1313,6,6,6,95,736,8,53,1,1,pertuzumab,her2
2558,"(pertuzumab,her3)",8,1314,9,9,19,354,610,17,11,0,0,pertuzumab,her3
2362,"(nilotinib,pdgfr)",18,1315,30,39,47,97,737,21,5,0,0,nilotinib,pdgfr
2922,"(resveratrol,nag-1)",16,1316,18,24,29,58,738,25,10,0,0,resveratrol,nag-1
3122,"(sorafenib,ugt1a1)",4,1317,6,6,6,14,181,8,7,1,0,sorafenib,ugt1a1
1344,"(fluconazole,cyp2c9)",13,1318,14,14,14,20,24,11,10,0,0,fluconazole,cyp2c9
3124,"(sparteine,cyp2d6)",7,1319,8,8,8,87,230,3,30,1,0,sparteine,cyp2d6
823,"(danazol,gnrh)",5,1320,21,33,39,156,214,14,41,0,0,danazol,gnrh
1004,"(diclofenac,ho-1)",11,1321,17,17,18,137,180,18,6,0,0,diclofenac,ho-1
644,"(colchicine,cyp3a4)",7,1322,8,8,8,106,134,3,9,0,0,colchicine,cyp3a4
1570,"(glimepiride,enos)",12,1323,22,28,34,83,138,1,5,0,0,glimepiride,enos
943,"(dexamethasone,pai-1)",16,1324,18,24,29,127,202,25,51,0,0,dexamethasone,pai-1
3061,"(sibutramine,cyp2b6)",7,1325,8,8,8,87,108,3,5,0,0,sibutramine,cyp2b6
919,"(dexamethasone,kallikrein)",9,1326,10,10,10,12,398,6,11,0,0,dexamethasone,kallikrein
2056,"(lopinavir,cyp3a4)",7,1327,8,8,8,87,108,3,10,0,0,lopinavir,cyp3a4
3006,"(rosiglitazone,ho-1)",11,1328,17,90,117,409,739,18,8,0,0,rosiglitazone,ho-1
3046,"(sargramostim,gm-csf)",2,1329,2,2,2,3,4,7,22,0,0,sargramostim,gm-csf
1625,"(gm-csf,sargramostim)",2,1330,2,2,2,3,4,7,22,0,0,gm-csf,sargramostim
2516,"(panitumumab,egfr)",4,1331,6,18,20,29,740,8,57,1,1,panitumumab,egfr
1586,"(gm-csf,bcl-2)",8,1332,9,9,9,80,98,17,30,0,0,gm-csf,bcl-2
1379,"(fluvastatin,cyp2c9)",15,1333,16,16,16,297,475,10,31,1,0,fluvastatin,cyp2c9
550,"(cisplatin,bcl-xl)",16,1334,18,19,21,321,741,25,22,0,0,cisplatin,bcl-xl
3363,"(triazolam,cyp3a4)",7,1335,8,8,8,205,302,3,24,1,0,triazolam,cyp3a4
1746,"(il-11,il-17f)",25,1336,43,78,91,270,418,5,5,0,0,il-11,il-17f
3203,"(tacrine,cyp1a2)",7,1337,8,8,8,54,742,3,20,0,0,tacrine,cyp1a2
1578,"(glutaraldehyde,reticulum)",1,1338,1,91,118,410,743,13,13,0,0,glutaraldehyde,reticulum
1511,"(genistein,bfgf)",16,1339,18,24,29,62,97,25,13,0,0,genistein,bfgf
3137,"(staurosporine,caspase-9)",5,1340,21,26,31,49,744,14,13,0,0,staurosporine,caspase-9
2800,"(quinacrine,il-1)",20,1341,26,35,42,411,745,9,5,0,0,quinacrine,il-1
251,"(atra,igfbp-3)",11,1342,12,71,84,243,368,18,12,0,0,atra,igfbp-3
546,"(cisplatin,abcc2)",7,1343,19,92,119,412,746,3,11,0,0,cisplatin,abcc2
3221,"(tamoxifen,cox-2)",22,1344,31,43,51,413,747,22,11,0,0,tamoxifen,cox-2
3479,"(vinorelbine,g-csf)",2,1345,2,2,2,79,236,7,8,0,0,vinorelbine,g-csf
2466,"(oxaliplatin,chk2)",7,1346,27,36,44,186,270,3,6,0,0,oxaliplatin,chk2
3435,"(vasopressin,gpcr)",6,1347,7,7,7,8,269,12,8,0,0,vasopressin,gpcr
290,"(bepridil,calmodulin)",21,1348,29,38,46,414,748,19,16,0,1,bepridil,calmodulin
502,"(chloramphenicol,cyp1a1)",11,1349,12,12,12,152,208,18,9,0,0,chloramphenicol,cyp1a1
3165,"(sulfinpyrazone,mrp2)",7,1350,8,8,8,78,94,3,7,0,0,sulfinpyrazone,mrp2
1508,"(genistein,ap-1)",2,1351,2,32,38,275,429,7,11,0,0,genistein,ap-1
1527,"(genistein,grp78)",1,1352,1,59,97,287,459,13,6,0,0,genistein,grp78
1882,"(indomethacin,15-pgdh)",11,1353,17,17,18,224,749,18,6,0,0,indomethacin,15-pgdh
981,"(dhea,g6pase)",21,1354,29,57,65,151,205,19,6,0,0,dhea,g6pase
2911,"(resveratrol,gli1)",8,1355,9,9,9,304,750,17,6,0,0,resveratrol,gli1
1042,"(docetaxel,cyclooxygenase-2)",4,1356,6,6,6,41,644,8,8,0,0,docetaxel,cyclooxygenase-2
1548,"(genistein,sp-a)",16,1357,18,19,21,321,751,25,6,0,0,genistein,sp-a
153,"(apomorphine,gastrin)",8,1358,9,9,9,43,752,17,6,0,0,apomorphine,gastrin
3229,"(tamoxifen,igf-i)",16,1359,18,24,29,127,167,25,67,0,0,tamoxifen,igf-i
776,"(cyclophosphamide,ifn-alpha)",9,1360,10,23,28,42,542,6,10,0,0,cyclophosphamide,ifn-alpha
1168,"(estradiol,e2dh)",17,1361,20,22,27,323,536,2,16,0,0,estradiol,e2dh
71,"(aldosterone,nhe-1)",8,1362,9,9,9,43,753,17,7,0,0,aldosterone,nhe-1
2936,"(retigabine,kcnq2)",20,1363,37,64,74,183,264,9,10,0,0,retigabine,kcnq2
2984,"(rofecoxib,cox2)",13,1364,14,14,14,125,206,11,10,0,0,rofecoxib,cox2
3072,"(simvastatin,cox-2)",16,1365,18,24,29,227,336,25,6,0,0,simvastatin,cox-2
187,"(arsenite,nf-kappab)",22,1366,31,43,80,405,754,22,35,0,0,arsenite,nf-kappab
482,"(cephalexin,hpept1)",7,1367,8,8,8,87,230,3,5,0,0,cephalexin,hpept1
1680,"(hpth,pth1r)",16,1368,23,65,76,415,755,25,8,0,1,hpth,pth1r
2907,"(resveratrol,enos)",16,1369,18,19,21,84,122,25,32,0,0,resveratrol,enos
585,"(cisplatin,nox3)",12,1370,22,49,57,237,360,1,6,0,0,cisplatin,nox3
2652,"(pilocarpine,cyp2a6)",15,1371,16,16,16,297,475,10,6,1,0,pilocarpine,cyp2a6
875,"(dexamethasone,cd163)",8,1372,9,9,9,80,499,17,6,0,0,dexamethasone,cd163
1989,"(ketorolac,cox-2)",4,1373,6,6,6,250,381,8,18,0,1,ketorolac,cox-2
1631,"(gm-csf,survivin)",8,1374,9,9,9,304,492,17,10,0,0,gm-csf,survivin
1988,"(ketorolac,cox-1)",4,1375,6,6,6,416,756,8,10,0,1,ketorolac,cox-1
3291,"(theophylline,gm-csf)",8,1376,9,9,9,69,537,17,6,0,0,theophylline,gm-csf
1469,"(gefitinib,abcg2)",7,1377,19,20,23,35,446,3,15,0,0,gefitinib,abcg2
2134,"(melatonin,nnos)",4,1378,6,6,6,417,757,8,18,0,0,melatonin,nnos
3078,"(simvastatin,enos)",5,1379,5,25,40,176,596,14,49,0,0,simvastatin,enos
2899,"(resveratrol,cox-1)",15,1380,16,16,16,22,26,10,23,0,1,resveratrol,cox-1
2900,"(resveratrol,cox-2)",16,1381,18,24,29,62,567,25,51,0,1,resveratrol,cox-2
3266,"(temozolomide,nf-kappab)",4,1382,6,6,6,93,758,8,12,0,0,temozolomide,nf-kappab
588,"(cisplatin,pc-3)",14,1383,28,37,45,235,759,23,9,0,0,cisplatin,pc-3
2414,"(nutlin-3,hdm2)",4,1384,4,4,4,5,293,8,17,0,0,nutlin-3,hdm2
286,"(benzbromarone,cyp2c9)",13,1385,14,14,14,20,24,11,12,0,0,benzbromarone,cyp2c9
1750,"(il-11,survivin)",1,1386,1,1,1,397,707,13,8,0,0,il-11,survivin
3293,"(theophylline,il-10)",8,1387,9,9,9,43,210,17,6,0,0,theophylline,il-10
2357,"(nifedipine,mcp-1)",18,1388,34,58,66,418,760,21,14,0,0,nifedipine,mcp-1
1764,"(il-2,b7-1)",2,1389,2,2,2,27,761,7,49,0,0,il-2,b7-1
2473,"(oxycodone,herg)",8,1390,9,9,19,28,32,17,5,0,0,oxycodone,herg
2085,"(lovastatin,lfa-1)",4,1391,6,6,6,296,762,8,10,0,0,lovastatin,lfa-1
1208,"(estradiol,tgf-alpha)",16,1392,18,24,29,124,314,25,13,0,0,estradiol,tgf-alpha
2102,"(maraviroc,cyp3a4)",7,1393,8,8,8,87,108,3,8,0,0,maraviroc,cyp3a4
1388,"(fluvoxamine,cyp2c19)",4,1394,6,6,6,14,181,8,23,1,0,fluvoxamine,cyp2c19
26,"(acarbose,maltase-glucoamylase)",4,1395,6,6,6,93,763,8,6,0,1,acarbose,maltase-glucoamylase
624,"(clonidine,beta-endorphin)",16,1396,18,24,29,59,764,25,34,0,0,clonidine,beta-endorphin
344,"(bosentan,endothelin-1)",4,1397,4,60,69,161,226,8,70,0,0,bosentan,endothelin-1
302,"(beta-glucocerebrosidase,limp-2)",5,1398,21,26,31,322,765,14,6,0,0,beta-glucocerebrosidase,limp-2
298,"(berberine,nf-kappab)",21,1399,29,38,46,94,116,19,12,0,0,berberine,nf-kappab
